Suburb,Address,Rooms,Price,Method,SellerG,Date,Postcode,Bathroom,Car,CouncilArea,Lattitude,Longtitude,Propertycount,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,PropertyAge,AgeGroup,AgeGroup_enc,Distance_scaled,Landsize_scaled,price_per_room,price_per_sqm,room_area_score,Landsize_log
Flemington,59 Victoria St,2,730000.0,SP,Nelson,2016-09-10,3031,1.0,1.0,Moonee Valley,-37.7867,144.9342,3593.0,False,False,False,True,False,False,False,False,False,128.0,Heritage,3,-0.9777230091781269,-0.7553541496109022,365000.0,7448.9795918367345,196.0,4.948759890378168
Flemington,6/47 Railway Pl W,2,360000.0,PI,Nelson,2016-12-10,3031,1.0,1.0,Moonee Valley,-37.7826,144.9273,3593.0,False,True,False,True,False,False,False,False,False,43.0,Established,2,-0.9777230091781269,-1.078935444146219,180000.0,4800.0,150.0,0.0
Flemington,21 Wisewould St,2,855000.0,SP,Nelson,2016-12-10,3031,1.0,0.0,Moonee Valley,-37.7849,144.9197,3593.0,False,False,False,True,False,False,False,False,False,88.0,Heritage,3,-0.9777230091781269,-0.5588940779287457,427500.0,10058.823529411764,170.0,5.420534999272286
Flemington,4 Illawarra Rd,2,860000.0,S,Nelson,2016-11-12,3031,1.0,0.0,Moonee Valley,-37.7849,144.9257,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,-0.6120538620309762,430000.0,5972.222222222223,288.0,5.313205979041787
Flemington,61 Canterbury St,3,1012000.0,S,Australian,2016-08-13,3031,1.0,1.0,Moonee Valley,-37.7818,144.9247,3593.0,False,False,False,True,False,False,False,False,False,88.0,Heritage,3,-0.9777230091781269,-0.5889409124213107,337333.3333333333,9921.56862745098,306.0,5.3612921657094255
Flemington,15 Clarence St,3,885000.0,S,Nelson,2016-08-13,3031,1.0,0.0,Moonee Valley,-37.7869,144.9253,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,-0.7045056604696381,295000.0,6145.833333333333,432.0,5.093750200806762
Flemington,90 Edinburgh St,3,1315000.0,S,Nelson,2016-08-13,3031,1.0,1.0,Moonee Valley,-37.7853,144.9235,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,-0.35550012136368947,438333.3333333333,65750.0,60.0,5.749392985908253
Flemington,111 Wellington St,4,1700000.0,SP,Nelson,2016-05-14,3031,1.0,1.0,Moonee Valley,-37.7837,144.9319,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,0.34482225180917436,425000.0,11805.555555555555,576.0,6.424869023905388
Flemington,1/4 Chatham St,3,1205000.0,S,Rendina,2016-10-15,3031,2.0,2.0,Moonee Valley,-37.7826,144.9261,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,-1.078935444146219,401666.6666666667,8368.055555555555,432.0,0.0
Flemington,3/39 Dover St,2,395000.0,PI,Rendina,2016-10-15,3031,1.0,1.0,Moonee Valley,-37.7833,144.9255,3593.0,False,True,False,True,False,False,False,False,False,48.0,Established,2,-0.9777230091781269,-1.078935444146219,197500.0,6583.333333333333,120.0,0.0
Flemington,3/121 Wellington St,2,476000.0,S,Alexkarbon,2016-10-15,3031,1.0,1.0,Moonee Valley,-37.783,144.93200000000004,3593.0,False,True,False,True,False,False,False,False,False,43.0,Established,2,-0.9777230091781269,-1.078935444146219,238000.0,6346.666666666667,150.0,0.0
Flemington,7/30 Bryant St,1,250000.0,VB,Nelson,2016-04-16,3031,1.0,1.0,Moonee Valley,-37.7854,144.9326,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,-1.078935444146219,250000.0,1736.111111111111,144.0,0.0
Flemington,12/132 Princes St,2,556000.0,S,Woodards,2016-07-16,3031,2.0,1.0,Moonee Valley,-37.784,144.9356,3593.0,False,True,False,True,False,False,False,False,False,9.0,Recent,1,-0.9777230091781269,-1.078935444146219,278000.0,7037.974683544304,158.0,0.0
Flemington,12 John St,2,845000.0,S,Nelson,2017-03-18,3031,1.0,1.0,Moonee Valley,-37.7838,144.9273,3593.0,False,False,False,True,False,False,False,False,False,108.0,Heritage,3,-0.9777230091781269,-1.078935444146219,422500.0,5868.055555555556,288.0,0.0
Flemington,5/60 Farnham St,1,345000.0,SP,Nelson,2016-06-18,3031,1.0,1.0,Moonee Valley,-37.7826,144.9311,3593.0,False,True,False,True,False,False,False,False,False,48.0,Established,2,-0.9777230091781269,-1.078935444146219,345000.0,7500.0,46.0,0.0
Flemington,29 Finsbury St,3,1100000.0,VB,Nelson,2016-06-18,3031,2.0,0.0,Moonee Valley,-37.7857,144.9305,3593.0,False,False,False,True,False,False,False,False,False,118.0,Heritage,3,-0.9777230091781269,-0.6652136461332069,366666.6666666667,7333.333333333333,450.0,5.19295685089021
Flemington,114 Shields St,2,957000.0,SP,Nelson,2016-05-22,3031,1.0,0.0,Melbourne,-37.7847,144.9341,3593.0,False,False,False,True,False,False,False,False,False,58.0,Heritage,3,-0.9777230091781269,-0.6975717755867386,478500.0,6645.833333333333,288.0,5.111987788356544
Flemington,20 Glance St,3,991000.0,S,Rendina,2016-04-23,3031,1.0,4.0,Moonee Valley,-37.7867,144.9249,3593.0,False,False,False,True,False,False,False,False,False,103.0,Heritage,3,-0.9777230091781269,-0.1497948698376668,330333.3333333333,6881.944444444444,432.0,5.998936561946683
Flemington,65 Victoria St,3,850000.0,VB,Jellis,2016-09-24,3031,2.0,0.0,Moonee Valley,-37.7866,144.9343,3593.0,False,False,False,True,False,False,False,False,False,113.0,Heritage,3,-0.9777230091781269,-0.7045056604696381,283333.3333333333,5902.777777777777,432.0,5.093750200806762
Flemington,8/300 Racecourse Rd,1,395000.0,SP,Nelson,2017-02-25,3031,1.0,1.0,Moonee Valley,-37.788,144.9306,3593.0,False,True,False,True,False,False,False,False,False,138.0,Heritage,3,-0.9777230091781269,0.8117038339244169,395000.0,7900.0,50.0,6.70808408385307
Flemington,5/69 Edinburgh St,2,350000.0,VB,Jellis,2016-07-26,3031,1.0,1.0,Moonee Valley,-37.7857,144.9244,3593.0,False,True,False,True,False,False,False,False,False,48.0,Established,2,-0.9777230091781269,-1.078935444146219,175000.0,4666.666666666667,150.0,0.0
Flemington,4 Farnham St,3,1115000.0,S,Nelson,2016-11-27,3031,1.0,1.0,Moonee Valley,-37.7823,144.9278,3593.0,False,False,False,True,False,False,False,False,False,78.0,Heritage,3,-0.9777230091781269,-0.5149794736703812,371666.6666666667,13273.809523809523,252.0,5.501258210544727
Flemington,5/121 Wellington St,2,420500.0,S,Jellis,2016-05-28,3031,1.0,1.0,Moonee Valley,-37.783,144.93200000000004,3593.0,False,True,False,True,False,False,False,False,False,48.0,Established,2,-0.9777230091781269,-1.078935444146219,210250.0,8086.538461538462,104.0,0.0
Footscray,4/33 Ballarat Rd,3,585000.0,S,Nelson,2016-09-03,3011,1.0,1.0,Maribyrnong,-37.7955,144.9063,7570.0,True,False,False,False,False,False,False,True,False,13.0,Recent,1,-0.636920933570407,-0.48031004925588305,195000.0,4500.0,390.0,5.560681631015528
Footscray,202/51 Gordon St,1,85000.0,PI,Burnham,2016-09-03,3011,1.0,0.0,Maribyrnong,-37.7911,144.89,7570.0,False,True,False,False,False,False,False,True,False,11.0,Recent,1,-0.636920933570407,-1.078935444146219,85000.0,1133.3333333333333,75.0,0.0
Footscray,4 Adelaide St,4,1225000.0,SP,Nelson,2016-12-03,3011,2.0,1.0,Maribyrnong,-37.7943,144.8875,7570.0,False,False,False,False,False,False,False,True,False,103.0,Heritage,3,-0.636920933570407,-0.34163235159789024,306250.0,9423.076923076924,520.0,5.768320995793772
Footscray,11/44 Everard St,2,431000.0,SP,Jas,2016-12-03,3011,1.0,1.0,Maribyrnong,-37.7963,144.8853,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,-1.078935444146219,215500.0,5746.666666666667,150.0,0.0
Footscray,9 Lynch St,3,1003000.0,S,Naison,2016-12-03,3011,1.0,1.0,Maribyrnong,-37.797,144.9051,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.404037315543987,334333.3333333333,10234.69387755102,294.0,5.680172609017068
Footscray,25 Southampton St,3,840000.0,S,Sweeney,2016-12-03,3011,1.0,0.0,Maribyrnong,-37.7959,144.8863,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.699883070547705,280000.0,9032.258064516129,279.0,5.10594547390058
Footscray,37 Stirling St,3,1362000.0,S,Village,2016-12-03,3011,2.0,0.0,Maribyrnong,-37.7958,144.9024,7570.0,False,False,False,False,False,False,False,True,False,128.0,Heritage,3,-0.636920933570407,0.06977815145415521,454000.0,8730.76923076923,468.0,6.210600077024653
Footscray,58 Wolverhampton St,4,977000.0,S,Village,2016-12-03,3011,2.0,1.0,Maribyrnong,-37.7983,144.8911,7570.0,False,False,False,False,False,False,False,True,False,11.0,Recent,1,-0.636920933570407,-0.7229960201573705,244250.0,6068.322981366459,644.0,5.043425116919247
Footscray,2/3 Eldridge St,1,216000.0,S,Sweeney,2016-02-04,3011,1.0,1.0,Maribyrnong,-37.7907,144.8924,7570.0,False,True,False,False,False,False,False,True,False,48.0,Established,2,-0.636920933570407,-1.078935444146219,216000.0,4320.0,50.0,0.0
Footscray,8 Buckingham St,3,876000.0,S,Jas,2017-03-04,3011,2.0,2.0,Maribyrnong,-37.8012,144.8921,7570.0,False,False,False,False,False,False,False,True,False,28.0,Established,2,-0.636920933570407,-0.6074312721090431,292000.0,8264.150943396226,318.0,5.3230099791384085
Footscray,1/3 Eldridge St,1,227000.0,S,Sweeney,2017-03-04,3011,1.0,1.0,Maribyrnong,-37.7907,144.8924,7570.0,False,True,False,False,False,False,False,True,False,48.0,Established,2,-0.636920933570407,-1.078935444146219,227000.0,4365.384615384615,52.0,0.0
Footscray,1/15 Geelong Rd,4,841000.0,S,Jellis,2017-03-04,3011,2.0,2.0,Maribyrnong,-37.7959,144.8989,7570.0,True,False,False,False,False,False,False,True,False,18.0,Recent,1,-0.636920933570407,-0.5011117039045819,210250.0,5256.25,640.0,5.5254529391317835
Footscray,9/55 Moreland St,2,605000.0,SP,Jas,2017-03-04,3011,1.0,3.0,Maribyrnong,-37.8044,144.9064,7570.0,False,True,False,False,False,False,False,True,False,18.0,Recent,1,-0.636920933570407,5.378822676794314,302500.0,6954.022988505747,174.0,7.9355873855892
Footscray,1/30 Pickett St,2,305000.0,PI,Burnham,2017-03-04,3011,1.0,1.0,Maribyrnong,-37.8014,144.8959,7570.0,False,True,False,False,False,False,False,True,False,5.0,New,0,-0.636920933570407,-0.9703045809807911,152500.0,8714.285714285714,70.0,3.871201010907891
Footscray,5/28 Eleanor St,2,480000.0,PI,Jas,2016-08-06,3011,1.0,1.0,Maribyrnong,-37.7919,144.8854,7570.0,True,False,False,False,False,False,False,True,False,8.0,Recent,1,-0.636920933570407,0.20614455415118152,240000.0,6400.0,150.0,6.322565239927284
Footscray,1/38 Lynch St,1,357000.0,S,Village,2016-08-06,3011,1.0,0.0,Maribyrnong,-37.7964,144.9027,7570.0,False,True,False,False,False,False,False,True,False,38.0,Established,2,-0.636920933570407,-1.078935444146219,357000.0,4760.0,75.0,0.0
Footscray,8 McCubbin St,3,910000.0,S,Village,2016-08-06,3011,1.0,1.0,Maribyrnong,-37.7913,144.8879,7570.0,False,False,False,False,False,False,False,True,False,78.0,Heritage,3,-0.636920933570407,-0.24455796323729523,303333.3333333333,7711.864406779661,354.0,5.8916442118257715
Footscray,6/114 Commercial Rd,1,291000.0,PI,Sweeney,2016-05-07,3011,1.0,1.0,Maribyrnong,-37.7978,144.8918,7570.0,False,True,False,False,False,False,False,True,False,48.0,Established,2,-0.636920933570407,0.45807570489653515,291000.0,6326.086956521739,46.0,6.501289670540389
Footscray,3/8 Eleanor St,2,375000.0,S,Sweeney,2016-05-07,3011,1.0,1.0,Maribyrnong,-37.7906,144.8856,7570.0,False,False,False,False,False,False,False,True,False,50.0,Established,2,-0.636920933570407,-1.078935444146219,187500.0,2604.1666666666665,288.0,0.0
Footscray,8 Jerrold St,2,752000.0,SP,Jas,2016-05-07,3011,1.0,0.0,Maribyrnong,-37.7922,144.891,7570.0,False,False,False,False,False,False,False,True,False,108.0,Heritage,3,-0.636920933570407,-0.5820070275384112,376000.0,7673.469387755102,196.0,5.375278407684165
Footscray,32 Commercial Rd,3,1155000.0,S,Burnham,2016-11-07,3011,1.0,3.0,Maribyrnong,-37.7941,144.8924,7570.0,False,False,False,False,False,False,False,True,False,68.0,Heritage,3,-0.636920933570407,0.2731721080192114,385000.0,9625.0,360.0,6.373319789577012
Footscray,11 Commercial Rd,3,930000.0,PI,Sweeney,2016-10-08,3011,1.0,3.0,Maribyrnong,-37.7931,144.893,7570.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-0.12437062526703477,310000.0,6458.333333333333,432.0,6.025865973825314
Footscray,105/64 Cross St,2,490000.0,S,Sweeney,2016-10-08,3011,1.0,1.0,Maribyrnong,-37.8006,144.881,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,-1.078935444146219,245000.0,6533.333333333333,150.0,0.0
Footscray,1/13 Essex St,3,853000.0,S,Village,2016-10-08,3011,1.0,1.0,Maribyrnong,-37.7962,144.8851,7570.0,False,False,False,False,False,False,False,True,False,8.0,Recent,1,-0.636920933570407,-1.078935444146219,284333.3333333333,6049.645390070922,423.0,0.0
Footscray,13 Lynch St,4,1290000.0,S,Sweeney/Advantage,2016-10-08,3011,1.0,2.0,Maribyrnong,-37.7969,144.9049,7570.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-0.12899321518896786,322500.0,8958.333333333334,576.0,6.021023349349527
Footscray,6/11 Nicholson St,3,480000.0,S,Nelson,2016-10-08,3011,1.0,1.0,Maribyrnong,-37.7949,144.9007,7570.0,False,True,False,False,False,False,False,True,False,33.0,Established,2,-0.636920933570407,-1.078935444146219,160000.0,5333.333333333333,270.0,0.0
Footscray,3 Park St,4,775000.0,S,Sweeney,2016-10-08,3011,1.0,2.0,Maribyrnong,-37.7901,144.8883,7570.0,False,False,False,False,False,False,False,True,False,128.0,Heritage,3,-0.636920933570407,-0.4387067399584852,193750.0,8908.045977011494,348.0,5.627621113690637
Footscray,39 Dudley St,2,900000.0,SP,Village,2016-12-10,3011,1.0,0.0,Maribyrnong,-37.7969,144.88299999999995,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.5935635023432438,450000.0,6250.0,288.0,5.351858133476067
Footscray,8/19 Empire St,2,281000.0,S,Sweeney,2016-12-10,3011,1.0,1.0,Maribyrnong,-37.7891,144.8912,7570.0,False,True,False,False,False,False,False,True,False,38.0,Established,2,-0.636920933570407,-1.078935444146219,140500.0,4323.076923076923,130.0,0.0
Footscray,1 Stanlake St,4,1300000.0,S,hockingstuart,2016-12-10,3011,2.0,3.0,Maribyrnong,-37.7923,144.8848,7570.0,False,False,False,False,False,False,False,True,False,68.0,Heritage,3,-0.636920933570407,-1.078935444146219,325000.0,6842.105263157895,760.0,0.0
Footscray,2/10 Swan St,3,714000.0,S,Jas,2016-12-10,3011,2.0,2.0,Maribyrnong,-37.7948,144.8868,7570.0,True,False,False,False,False,False,False,True,False,10.0,Recent,1,-0.636920933570407,-0.699883070547705,238000.0,238000.0,9.0,5.10594547390058
Footscray,84 Victoria St,3,775000.0,SP,Jas,2016-12-10,3011,2.0,1.0,Maribyrnong,-37.8021,144.8924,7570.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-0.623610336835809,258333.33333333334,5381.944444444444,432.0,5.288267030694535
Footscray,211A Ballarat Rd,2,950000.0,PI,Burnham,2017-02-11,3011,1.0,2.0,Maribyrnong,-37.7909,144.8884,7570.0,False,False,False,False,False,False,False,True,False,78.0,Heritage,3,-0.636920933570407,0.43958534520880277,475000.0,10326.08695652174,184.0,6.489204931325317
Footscray,13/2 Saltriver Pl,3,674000.0,S,Jellis,2017-02-11,3011,2.0,1.0,Maribyrnong,-37.8016,144.9082,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,5.762104720171351,224666.66666666666,8986.666666666666,225.0,7.993224913417257
Footscray,120 MacPherson St,3,760000.0,S,Biggin,2016-06-12,3011,1.0,1.0,Maribyrnong,-37.7975,144.8894,7570.0,False,False,False,False,False,False,False,True,False,108.0,Heritage,3,-0.636920933570407,-0.46644227949008377,253333.33333333334,6608.695652173913,345.0,5.583496308781699
Footscray,3/53 Whitehall St,2,420000.0,VB,Village,2016-06-12,3011,1.0,1.0,Maribyrnong,-37.8042,144.9049,7570.0,False,True,False,False,False,False,False,True,False,8.0,Recent,1,-0.636920933570407,-1.078935444146219,210000.0,5600.0,150.0,0.0
Footscray,2/58 Everard St,2,560000.0,S,Sweeney,2016-11-12,3011,1.0,1.0,Maribyrnong,-37.7969,144.8852,7570.0,True,False,False,False,False,False,False,True,False,13.0,Recent,1,-0.636920933570407,-0.822381703478932,280000.0,4307.692307692308,260.0,4.718498871295094
Footscray,2/15 Geelong Rd,2,575000.0,S,Burnham,2016-11-12,3011,1.0,1.0,Maribyrnong,-37.796,144.899,7570.0,False,False,False,False,False,False,False,True,False,18.0,Recent,1,-0.636920933570407,-0.7045056604696381,287500.0,3993.0555555555557,288.0,5.093750200806762
Footscray,6 John St,4,1100000.0,SP,Biggin,2016-08-13,3011,1.0,2.0,Maribyrnong,-37.802,144.889,7570.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,0.3841142661456057,275000.0,7638.888888888889,576.0,6.452048954437226
Footscray,36 Windsor St,3,932000.0,S,Jas,2016-08-13,3011,1.0,1.0,Maribyrnong,-37.8023,144.8915,7570.0,False,False,False,False,False,False,False,True,False,108.0,Heritage,3,-0.636920933570407,-0.03654141675030596,310666.6666666667,7169.2307692307695,390.0,6.113682179832232
Footscray,95 Gordon St,3,780000.0,S,Jas,2016-05-14,3011,1.0,2.0,Maribyrnong,-37.7935,144.8893,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.33238717175402405,260000.0,6046.511627906977,387.0,5.780743515792329
Footscray,4/5 Empire St,2,295000.0,SP,Gunn&Co,2016-10-15,3011,1.0,1.0,Maribyrnong,-37.7903,144.891,7570.0,False,True,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-1.078935444146219,147500.0,4275.36231884058,138.0,0.0
Footscray,3/23 Pickett St,2,433000.0,SP,Jas,2016-10-15,3011,1.0,1.0,Maribyrnong,-37.8017,144.8957,7570.0,False,True,False,False,False,False,False,True,False,6.0,Recent,1,-0.636920933570407,-1.078935444146219,216500.0,6560.606060606061,132.0,0.0
Footscray,9/6 Rosamond Rd,2,410000.0,SP,Rendina,2016-10-15,3011,2.0,1.0,Maribyrnong,-37.7881,144.8838,7570.0,True,False,False,False,False,False,False,True,False,4.0,New,0,-0.636920933570407,-0.9287012716833932,205000.0,5125.0,160.0,4.189654742026425
Footscray,53 Ryan St,2,1170000.0,S,Sweeney,2016-10-15,3011,1.0,1.0,Maribyrnong,-37.7988,144.90200000000004,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.6536571713283741,585000.0,11359.223300970874,206.0,5.220355825078324
Footscray,105/72 Cross St,1,375000.0,S,Biggin,2016-04-16,3011,1.0,1.0,Maribyrnong,-37.8006,144.881,7570.0,False,True,False,False,False,False,False,True,False,98.0,Heritage,3,-0.636920933570407,-1.078935444146219,375000.0,7500.0,50.0,0.0
Footscray,6/63 Everard St,2,615000.0,S,Sweeney,2016-04-16,3011,1.0,3.0,Maribyrnong,-37.7975,144.8855,7570.0,False,True,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-0.6004973872261435,307500.0,8200.0,150.0,5.337538079701318
Footscray,2 Buckingham St,3,747000.0,S,Jas,2016-07-16,3011,1.0,1.0,Maribyrnong,-37.8012,144.8924,7570.0,False,False,False,False,False,False,False,True,False,78.0,Heritage,3,-0.636920933570407,-0.5103568837484481,249000.0,6225.0,360.0,5.5093883366279774
Footscray,4/97 Cowper St,1,275000.0,PI,Sweeney,2016-07-16,3011,1.0,1.0,Maribyrnong,-37.8053,144.9029,7570.0,False,True,False,False,False,False,False,True,False,48.0,Established,2,-0.636920933570407,-1.078935444146219,275000.0,3666.6666666666665,75.0,0.0
Footscray,45 Droop St,3,1045000.0,S,Sweeney,2016-07-16,3011,2.0,2.0,Maribyrnong,-37.7976,144.8976,7570.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-0.19139817913506463,348333.3333333333,7256.944444444444,432.0,5.953243334287785
Footscray,88 Eleanor St,3,775000.0,SP,Sweeney,2016-07-16,3011,1.0,1.0,Maribyrnong,-37.7956,144.8848,7570.0,False,False,False,False,False,False,False,True,False,98.0,Heritage,3,-0.636920933570407,-0.5196020635923143,258333.33333333334,7828.282828282829,297.0,5.493061443340548
Footscray,13/41 Moreland St,2,571000.0,S,hockingstuart,2016-07-16,3011,2.0,1.0,Maribyrnong,-37.8025,144.9073,7570.0,False,True,False,False,False,False,False,True,False,5.0,New,0,-0.636920933570407,-1.078935444146219,285500.0,7320.51282051282,156.0,0.0
Footscray,2/36 Empire St,2,310000.0,PI,Sweeney,2016-09-17,3011,1.0,1.0,Maribyrnong,-37.7878,144.8919,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,-1.078935444146219,155000.0,4133.333333333333,150.0,0.0
Footscray,8/33 Gordon St,1,305000.0,S,Burnham,2016-09-17,3011,1.0,1.0,Maribyrnong,-37.7903,144.8899,7570.0,False,True,False,False,False,False,False,True,False,53.0,Heritage,3,-0.636920933570407,-0.9425690414491925,305000.0,4357.142857142857,70.0,4.0943445622221
Footscray,31 Southampton St,3,860500.0,S,Burnham,2016-09-17,3011,2.0,2.0,Maribyrnong,-37.7963,144.8862,7570.0,False,False,False,False,False,False,False,True,False,38.0,Established,2,-0.636920933570407,-0.3346984667149906,286833.3333333333,3774.122807017544,684.0,5.777652323222656
Footscray,2 French St,3,820000.0,SP,Sweeney,2017-03-18,3011,2.0,1.0,Maribyrnong,-37.8021,144.8976,7570.0,True,False,False,False,False,False,False,True,False,13.0,Recent,1,-0.636920933570407,-0.7969574589083,273333.3333333333,6307.692307692308,390.0,4.812184355372417
Footscray,12/3 Gordon St,1,210000.0,VB,Trimson,2017-03-18,3011,1.0,1.0,Maribyrnong,-37.7878,144.8904,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,-1.078935444146219,210000.0,2800.0,75.0,0.0
Footscray,88 Victoria St,3,875000.0,S,Village,2017-03-18,3011,1.0,0.0,Maribyrnong,-37.8022,144.8924,7570.0,False,False,False,False,False,False,False,True,False,58.0,Heritage,3,-0.636920933570407,-0.4733761643729834,291666.6666666667,9510.869565217392,276.0,5.572154032177765
Footscray,405/250 Barkly St,2,370000.0,SP,Sweeney,2016-06-18,3011,1.0,1.0,Maribyrnong,-37.7992,144.8961,7570.0,False,True,False,False,False,False,False,True,False,11.0,Recent,1,-0.636920933570407,-1.078935444146219,185000.0,4933.333333333333,150.0,0.0
Footscray,167 Gordon St,2,711000.0,SP,Jas,2016-06-18,3011,1.0,2.0,Maribyrnong,-37.7968,144.8887,7570.0,False,False,False,False,False,False,False,True,False,108.0,Heritage,3,-0.636920933570407,-0.49417781902168234,355500.0,7900.0,180.0,5.537334267018537
Footscray,4/2 Saltriver Pl,3,665000.0,S,Greg,2016-06-18,3011,2.0,1.0,Maribyrnong,-37.8016,144.9082,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,-1.078935444146219,221666.66666666666,8866.666666666666,225.0,0.0
Footscray,224 Ballarat Rd,2,690500.0,SP,Rendina,2016-11-19,3011,1.0,1.0,Maribyrnong,-37.7903,144.8879,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.5889409124213107,345250.0,7045.918367346939,196.0,5.3612921657094255
Footscray,7 Essex St,2,747000.0,S,Sweeney,2016-11-19,3011,1.0,1.0,Maribyrnong,-37.7964,144.8871,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.3393210566369237,373500.0,7946.808510638298,188.0,5.771441123130016
Footscray,51 Lynch St,2,858000.0,SP,Jas,2016-05-22,3011,1.0,1.0,Maribyrnong,-37.7966,144.9016,7570.0,False,False,False,False,False,False,False,True,False,103.0,Heritage,3,-0.636920933570407,-0.35550012136368947,429000.0,9225.806451612903,186.0,5.749392985908253
Footscray,216a Ballarat Rd,4,699000.0,VB,Raine,2016-08-22,3011,2.0,2.0,Maribyrnong,-37.7905,144.8882,7570.0,True,False,False,False,False,False,False,True,False,3.0,New,0,-0.636920933570407,-1.078935444146219,174750.0,5547.619047619048,504.0,0.0
Footscray,35 Leander St,2,835000.0,SP,Jas,2016-08-22,3011,1.0,1.0,Maribyrnong,-37.7962,144.8844,7570.0,False,False,False,False,False,False,False,True,False,98.0,Heritage,3,-0.636920933570407,-0.5658279628116453,417500.0,7660.5504587155965,218.0,5.407171771460119
Footscray,49 MacPherson St,2,661000.0,S,Sweeney,2016-08-22,3011,1.0,1.0,Maribyrnong,-37.7946,144.8903,7570.0,False,False,False,False,False,False,False,True,False,48.0,Established,2,-0.636920933570407,-0.7738445092986346,330500.0,7963.855421686747,166.0,4.890349128221754
Footscray,69 MacPherson St,2,757500.0,S,Sweeney,2016-08-22,3011,1.0,0.0,Maribyrnong,-37.7959,144.8901,7570.0,False,False,False,False,False,False,False,True,False,118.0,Heritage,3,-0.636920933570407,-0.4826213442168496,378750.0,7013.888888888889,216.0,5.556828061699537
Footscray,4/11 Nicholson St,1,282000.0,PI,Sweeney,2016-09-24,3011,1.0,1.0,Maribyrnong,-37.7949,144.9007,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,3.042103471257135,282000.0,6714.285714285715,42.0,7.486613313139955
Footscray,2/25 Stanlake St,3,699000.0,S,Jas,2016-09-24,3011,1.0,1.0,Maribyrnong,-37.7922,144.8831,7570.0,True,False,False,False,False,False,False,True,False,18.0,Recent,1,-0.636920933570407,-0.7900235740254004,233000.0,6185.840707964602,339.0,4.836281906951478
Footscray,24 Dudley St,3,850000.0,SP,Village,2017-02-25,3011,1.0,0.0,Maribyrnong,-37.795,144.88299999999995,7570.0,False,False,False,False,False,False,False,True,False,88.0,Heritage,3,-0.636920933570407,-0.6397894015625748,283333.3333333333,8585.858585858587,297.0,5.25227342804663
Footscray,12/14 Eldridge St,2,315000.0,PI,C21,2017-02-25,3011,1.0,1.0,Maribyrnong,-37.7899,144.893,7570.0,False,True,False,False,False,False,False,True,False,48.0,Established,2,-0.636920933570407,0.959626711426276,157500.0,4256.756756756757,148.0,6.78332520060396
Footscray,65 Hyde St,3,740000.0,SP,Jas,2017-02-25,3011,1.0,1.0,Maribyrnong,-37.8059,144.901,7570.0,False,False,False,False,False,False,False,True,False,108.0,Heritage,3,-0.636920933570407,-0.5912522073822774,246666.66666666666,7872.340425531915,282.0,5.356586274672012
Footscray,3/22 Pickett St,2,360000.0,S,Trimson,2017-02-25,3011,1.0,1.0,Maribyrnong,-37.8012,144.8964,7570.0,False,True,False,False,False,False,False,True,False,43.0,Established,2,-0.636920933570407,-1.078935444146219,180000.0,4800.0,150.0,0.0
